Wall time,Step,Value
1612692248.604314,7,4.825974464416504
1612692306.440453,14,3.401021718978882
1612692670.0366263,21,2.800734043121338
1612692763.127143,28,2.4607958793640137
1612692818.5063655,35,2.229233741760254
1612692964.2131739,42,2.041722059249878
1612693022.7957833,49,1.866297721862793
1612693075.901519,56,1.749199628829956
1612693176.0996838,63,1.6137356758117676
1612693257.356847,70,1.4857981204986572
1612693446.9020984,77,1.3985759019851685
1612693519.2168205,84,1.2931410074234009
1612693585.0984628,91,1.2271721363067627
1612693640.1946213,98,1.1716728210449219
1612693693.610542,105,1.1245850324630737
1612693752.3939517,112,1.0689321756362915
1612693859.7945697,119,1.0256812572479248
1612693920.2943714,126,1.0413322448730469
1612693975.793507,133,0.9862435460090637
1612694060.6224935,140,0.9818291068077087
1612694122.1079621,147,0.9507169723510742
1612694175.005405,154,0.9607900977134705
1612694309.2019532,161,0.919791042804718
1612694367.8051958,168,0.9169820547103882
1612694421.9146929,175,0.8853127360343933
1612694477.9330301,182,0.8771118521690369
1612694531.1018972,189,0.880800724029541
1612694590.5112104,196,0.846928060054779
1612694640.71513,203,0.8523364067077637
1612694714.8759036,210,0.8439180254936218
1612694785.0035424,217,0.8253984451293945
1612694841.2950745,224,0.817660927772522
1612694912.2028265,231,0.8113287091255188
1612694982.4140024,238,0.8173120021820068
1612695030.2281923,245,0.7938997745513916
1612695082.4039261,252,0.8150601387023926
1612695262.908792,259,0.781545877456665
1612695348.4996724,266,0.7789368629455566
1612695415.6253452,273,0.7661718130111694
1612695587.1028771,280,0.7905088067054749
1612695712.922123,287,0.775838315486908
1612695772.2167664,294,0.7817844152450562
1612695864.9147756,301,0.7492769360542297
1612695979.6191037,308,0.7489946484565735
1612696100.11185,315,0.7426419258117676
1612696167.8346522,322,0.729712188243866
1612696230.3017862,329,0.7370361089706421
1612696285.6268084,336,0.7265506386756897
1612696338.205233,343,0.7398462295532227
1612696380.810782,350,0.7265028357505798
1612696424.1949713,357,0.7360461950302124
1612696467.2937038,364,0.7264170050621033
1612696514.398674,371,0.7148756384849548
1612696560.2042522,378,0.707272469997406
1612696604.3146982,385,0.7151026725769043
1612696648.2120368,392,0.7060495615005493
1612696695.2016287,399,0.7087418437004089
1612696739.9089177,406,0.7129635810852051
1612696787.1028898,413,0.6785287857055664
1612696842.2075424,420,0.6983402967453003
1612696900.159124,427,0.6831721067428589
1612696959.1092703,434,0.6900969743728638
1612697006.5090683,441,0.6788403987884521
1612697050.010696,448,0.6939259171485901
1612697102.895723,455,0.6988555192947388
1612697146.2023032,462,0.679950475692749
1612697189.7149212,469,0.6665889024734497
1612697233.3949366,476,0.68185955286026
1612697277.4020708,483,0.6905275583267212
1612697320.7960353,490,0.6796595454216003
1612697364.6004844,497,0.6753249168395996
1612697413.2055142,504,0.6726674437522888
1612697459.303545,511,0.676709771156311
1612697502.601998,518,0.6603506207466125
1612697545.9036868,525,0.6683852076530457
1612697619.0946732,532,0.6768205761909485
1612697683.0036988,539,0.6549112796783447
1612697727.0152502,546,0.6573162078857422
1612697770.9586766,553,0.6666402816772461
1612697837.9119925,560,0.6585181951522827
1612697893.011838,567,0.6659154891967773
1612697938.098183,574,0.6470279693603516
1612697989.7140942,581,0.6491376161575317
1612698035.7022939,588,0.6425978541374207
1612698079.2960463,595,0.6519302725791931
1612698122.0179648,602,0.6442941427230835
1612698166.1032972,609,0.6406075358390808
1612698208.801259,616,0.6265968084335327
1612698253.0025795,623,0.6342570781707764
1612698300.1161966,630,0.6499349474906921
1612698351.702609,637,0.6440437436103821
1612698395.3147516,644,0.6229523420333862
1612698439.2987058,651,0.6201311349868774
1612698485.0245814,658,0.6254584193229675
1612698533.295605,665,0.6330972909927368
1612698581.624324,672,0.613711953163147
1612698626.8139849,679,0.6153362989425659
1612698670.1003227,686,0.6168317198753357
1612698744.101584,693,0.6166145205497742
1612698799.0170543,700,0.6208852529525757
1612698842.097356,707,0.6128496527671814
1612698885.999205,714,0.6211082339286804
1612698929.0106192,721,0.6235560774803162
1612698972.5991402,728,0.6048005223274231
1612699016.5147657,735,0.6001639366149902
1612699060.6156387,742,0.6130278706550598
1612699107.4996471,749,0.6256757974624634
1612699151.8119233,756,0.6207326054573059
1612699195.1943138,763,0.5943463444709778
1612699243.322028,770,0.5950798988342285
1612699286.3030622,777,0.6170786619186401
1612699330.504238,784,0.6056970357894897
1612699373.0939405,791,0.6166605949401855
1612699438.0972483,798,0.5995210409164429
1612699480.4114945,805,0.5916768312454224
1612699535.402516,812,0.5910528898239136
1612699579.9227672,819,0.5825777053833008
1612699688.0009294,826,0.5838432908058167
1612699731.794296,833,0.5827552080154419
1612699788.899304,840,0.5953081250190735
1612699835.5025434,847,0.5814594030380249
1612699877.8440502,854,0.6013011336326599
1612699927.5038745,861,0.5868633389472961
1612699973.4972184,868,0.5806329846382141
1612700040.309769,875,0.5835236310958862
1612700085.009949,882,0.5869240164756775
1612700134.9000716,889,0.5727599263191223
1612700186.1160026,896,0.5898236036300659
1612700230.4165986,903,0.5807815194129944
1612700276.5065346,910,0.5760573148727417
1612700340.5989556,917,0.5739365220069885
1612700384.413719,924,0.5569734573364258
1612700451.403994,931,0.5599095225334167
1612700575.794,938,0.5726302266120911
1612700723.1401815,945,0.5816454291343689
1612700783.1081836,952,0.5586456060409546
1612700833.6018353,959,0.5705729722976685
1612700877.4037046,966,0.5609190464019775
1612700921.7101834,973,0.5565754771232605
1612700966.214743,980,0.548124372959137
1612701013.3017802,987,0.5590577721595764
1612701063.5246773,994,0.5586597323417664
1612701293.195763,1001,0.5595088601112366
1612701583.4050894,1008,0.5691916942596436
1612701709.5970228,1015,0.5442245006561279
1612701756.1098182,1022,0.5468596816062927
1612701803.0120068,1029,0.5537041425704956
1612701847.703483,1036,0.5539017915725708
1612701926.5503795,1043,0.5424157381057739
1612701995.5136921,1050,0.553763210773468
1612702042.9129617,1057,0.5482755303382874
1612702092.60607,1064,0.5389939546585083
1612702144.2034657,1071,0.5405334830284119
1612702192.5020065,1078,0.5403478741645813
1612702236.9026184,1085,0.5481733083724976
1612702279.7035449,1092,0.5553038120269775
1612702398.103511,1099,0.5406495928764343
1612702441.7070312,1106,0.5479527115821838
1612702484.0050733,1113,0.5467469692230225
1612702540.5936527,1120,0.5370924472808838
1612702589.813198,1127,0.5256844758987427
1612702634.4032264,1134,0.5358442664146423
1612702678.4011865,1141,0.5382031202316284
1612702727.3000057,1148,0.526623010635376
1612702770.0106406,1155,0.5263561010360718
1612702816.901713,1162,0.5229898691177368
1612702898.9123151,1169,0.5252826809883118
1612703287.7039478,1176,0.5206683278083801
1612703681.5937939,1183,0.5290985107421875
1612703787.1161664,1190,0.5175338387489319
1612703831.2075455,1197,0.514213502407074
1612703874.600343,1204,0.5250936150550842
1612703970.104396,1211,0.5221559405326843
1612704015.9160233,1218,0.5252901315689087
1612704058.9051137,1225,0.5178642868995667
1612704111.4022248,1232,0.5120207667350769
1612704174.0112321,1239,0.5275020003318787
1612704216.8039865,1246,0.5149971842765808
1612704259.0027962,1253,0.5097072720527649
1612704302.296781,1260,0.5200100541114807
1612704345.9048345,1267,0.5229078531265259
1612704388.0115232,1274,0.5273823142051697
1612704430.1018863,1281,0.5181872248649597
1612704472.5040524,1288,0.5081053972244263
1612704514.7018468,1295,0.5154784917831421
1612704621.0323434,1302,0.5246594548225403
1612704663.3396788,1309,0.5090887546539307
1612704729.3947504,1316,0.5100006461143494
1612704980.396014,1323,0.5132169723510742
1612705239.9048398,1330,0.5141038298606873
1612705344.2181816,1337,0.5087367296218872
1612705495.5275548,1344,0.5064356923103333
1612705838.4153478,1351,0.4910476803779602
1612705887.3577785,1358,0.4997347593307495
1612706022.1949122,1365,0.5045996904373169
1612706057.664897,1372,0.49789097905158997
1612706132.2195709,1379,0.505668044090271
1612706176.0139897,1386,0.5019428730010986
1612706211.8073556,1393,0.5014243125915527
1612706268.0536137,1400,0.5015954375267029
1612706302.096769,1407,0.5009344816207886
1612706335.4009802,1414,0.5001527070999146
1612706368.4088256,1421,0.4911744296550751
1612706403.5992172,1428,0.491543173789978
1612706467.107549,1435,0.498383104801178
1612706501.0118678,1442,0.49778154492378235
1612706534.101683,1449,0.4958649277687073
1612706568.0099812,1456,0.4879269599914551
1612706604.609305,1463,0.47959038615226746
1612706638.6218567,1470,0.47907117009162903
1612706672.6085896,1477,0.5015543103218079
1612706709.7007966,1484,0.486592173576355
1612706742.6210515,1491,0.4923546612262726
1612706776.9218798,1498,0.48439210653305054
1612706862.7193046,1505,0.49254074692726135
1612706896.702373,1512,0.4835120737552643
1612706930.2244143,1519,0.4881371259689331
1612706973.5957875,1526,0.4837697744369507
1612707007.8225882,1533,0.48060205578804016
1612707041.615566,1540,0.4800419509410858
1612707075.7020488,1547,0.47996315360069275
1612707113.5158105,1554,0.4844610095024109
1612707148.9114769,1561,0.480556458234787
1612707182.0043848,1568,0.4780564308166504
1612707216.617409,1575,0.4689340889453888
1612707253.3048642,1582,0.46520182490348816
1612707288.0390036,1589,0.46873241662979126
1612707324.5180318,1596,0.47875380516052246
1612707358.6097393,1603,0.4738428294658661
1612707394.8121495,1610,0.47719109058380127
1612707428.6952434,1617,0.46944472193717957
1612707461.8000078,1624,0.4727196991443634
1612707532.2236354,1631,0.4683091938495636
1612707569.021203,1638,0.46025434136390686
1612707602.2178626,1645,0.4725368618965149
1612707635.8121276,1652,0.4625020921230316
1612707668.7944272,1659,0.4588502049446106
1612707732.3950703,1666,0.46196484565734863
1612707787.7010157,1673,0.4683215618133545
1612707830.113357,1680,0.4715076684951782
1612707868.2140636,1687,0.472999632358551
1612707903.1381838,1694,0.4619787931442261
1612707942.6989563,1701,0.45706892013549805
1612707975.5051734,1708,0.4566798210144043
1612708010.298151,1715,0.456138551235199
1612708043.4165785,1722,0.4535675644874573
1612708082.0006418,1729,0.4599171280860901
1612708115.711584,1736,0.4644738435745239
1612708150.101069,1743,0.44786497950553894
1612708183.3254771,1750,0.4788505733013153
1612708219.631653,1757,0.45127949118614197
1612708253.9949458,1764,0.4610893130302429
1612708295.5077584,1771,0.44851288199424744
1612708328.104201,1778,0.4512172341346741
1612708367.7030025,1785,0.4504094421863556
1612708402.7192004,1792,0.4590952694416046
1612708436.2755342,1799,0.4551859498023987
1612708473.6228168,1806,0.46567413210868835
1612708509.4086654,1813,0.4523293375968933
1612708543.009378,1820,0.46413132548332214
1612708577.3750389,1827,0.4547770619392395
1612708696.4085648,1834,0.45207589864730835
1612708729.8036137,1841,0.45646989345550537
1612708762.423341,1848,0.44977301359176636
1612708796.0018444,1855,0.44512733817100525
1612708831.5186706,1862,0.4350651800632477
1612708865.4124045,1869,0.4361173212528229
1612708898.3262281,1876,0.44869786500930786
1612708936.896149,1883,0.4475346803665161
1612708972.5112214,1890,0.4416511654853821
1612709006.906859,1897,0.44358110427856445
1612709040.4106479,1904,0.440405011177063
1612709073.5971339,1911,0.43377751111984253
1612709109.5945299,1918,0.4341956675052643
1612709147.1116815,1925,0.4355302155017853
1612709181.1280046,1932,0.45144951343536377
1612709219.1969507,1939,0.43818962574005127
1612709257.5082943,1946,0.445263534784317
1612709298.9074652,1953,0.4398682117462158
1612709334.893983,1960,0.43270233273506165
1612709368.900716,1967,0.4368077218532562
1612709404.1112974,1974,0.44205760955810547
1612709448.9047804,1981,0.44145071506500244
1612709497.7065015,1988,0.433602899312973
1612709574.6118987,1995,0.42981186509132385
1612709618.202457,2002,0.43781033158302307
1612709663.998069,2009,0.4253517687320709
1612709708.9097557,2016,0.4331377446651459
1612709758.1228404,2023,0.4325200021266937
1612709806.9127917,2030,0.4310128390789032
1612709850.0030198,2037,0.42840611934661865
1612709894.503412,2044,0.4209136664867401
1612709937.6127408,2051,0.4395839273929596
1612709981.7034729,2058,0.42174893617630005
1612710042.7024834,2065,0.4232005476951599
1612710087.1120234,2072,0.4299637973308563
1612710130.306188,2079,0.4374927282333374
1612710175.413718,2086,0.4311814308166504
1612710227.91578,2093,0.42670780420303345
1612710273.1976116,2100,0.4211403727531433
