Wall time,Step,Value
1624341192.5714743,7,0.052000001072883606
1624341198.6819565,14,0.06949999928474426
1624341204.7443614,21,0.15610000491142273
1624341210.8572557,28,0.40950000286102295
1624341216.8780138,35,0.5654000043869019
1624341222.9741354,42,0.6226999759674072
1624341229.1237526,49,0.6593999862670898
1624341235.048758,56,0.7590000033378601
1624341241.1326752,63,0.7666000127792358
1624341247.2988253,70,0.7883999943733215
1624341253.3256314,77,0.8023999929428101
1624341259.4570162,84,0.8131999969482422
1624341265.648743,91,0.8263999819755554
1624341271.8447914,98,0.8263999819755554
1624341277.910228,105,0.6956999897956848
1624341284.0349786,112,0.8391000032424927
1624341290.1649802,119,0.8348000049591064
1624341296.3144503,126,0.8503000140190125
1624341302.3548362,133,0.8503999710083008
1624341308.5034034,140,0.8526999950408936
1624341314.5162065,147,0.8525999784469604
1624341320.5844605,154,0.8730000257492065
1624341326.6957471,161,0.8621000051498413
1624341332.9168737,168,0.8652999997138977
1624341338.9907343,175,0.8770999908447266
1624341345.0523648,182,0.8805999755859375
1624341351.126771,189,0.8888999819755554
1624341357.1867523,196,0.8748000264167786
1624341363.2095273,203,0.8960999846458435
1624341369.3998985,210,0.8835999965667725
1624341375.332635,217,0.8925999999046326
1624341381.5194376,224,0.906000018119812
1624341387.511081,231,0.8986999988555908
1624341393.6057801,238,0.8733999729156494
1624341399.704115,245,0.817300021648407
1624341405.8661015,252,0.9014000296592712
1624341412.004518,259,0.8895999789237976
1624341418.1568432,266,0.9110000133514404
1624341424.476477,273,0.9046000242233276
1624341430.7148144,280,0.9065999984741211
1624341436.88614,287,0.9240999817848206
1624341443.0641105,294,0.9215999841690063
1624341449.236678,301,0.9214000105857849
1624341455.4394064,308,0.9232000112533569
1624341461.6271384,315,0.929099977016449
1624341467.9008372,322,0.9277999997138977
1624341473.8870568,329,0.9156000018119812
1624341479.9799495,336,0.9276999831199646
1624341486.2140632,343,0.9243000149726868
1624341492.258986,350,0.9437999725341797
1624341498.4123137,357,0.920199990272522
1624341504.5086417,364,0.9296000003814697
1624341510.6241164,371,0.9416000247001648
1624341516.8614874,378,0.9366999864578247
1624341523.0005317,385,0.9417999982833862
1624341529.142208,392,0.9363999962806702
1624341535.1879332,399,0.8978000283241272
1624341541.3759186,406,0.9427000284194946
1624341547.430471,413,0.9408000111579895
1624341553.6685398,420,0.9462000131607056
1624341559.8177092,427,0.9444000124931335
1624341565.968489,434,0.9495999813079834
1624341572.1303108,441,0.9478999972343445
1624341578.3022857,448,0.9194999933242798
1624341584.4289196,455,0.9093000292778015
1624341590.6602802,462,0.9380000233650208
1624341596.6920974,469,0.9412000179290771
1624341602.908565,476,0.9467999935150146
1624341609.0486784,483,0.9510999917984009
1624341615.0951214,490,0.9571999907493591
1624341621.3918905,497,0.9524999856948853
1624341627.4500043,504,0.9563999772071838
1624341633.524045,511,0.9496999979019165
1624341639.7190292,518,0.9559999704360962
1624341645.8834476,525,0.9370999932289124
1624341651.924705,532,0.9562000036239624
1624341658.0022829,539,0.9329000115394592
1624341664.102374,546,0.9503999948501587
1624341670.2041774,553,0.9413999915122986
1624341676.4098794,560,0.9635999798774719
1624341682.5607607,567,0.9598000049591064
1624341688.6401067,574,0.9613999724388123
1624341694.876466,581,0.9363999962806702
1624341701.1366022,588,0.9538999795913696
1624341707.3744762,595,0.9584000110626221
1624341713.4468343,602,0.9646999835968018
1624341719.5549061,609,0.9598000049591064
