Wall time,Step,Value
1612716918.8158476,7,4.4684834480285645
1612716981.101975,14,3.7668542861938477
1612717042.6024034,21,3.093972682952881
1612717096.5982003,28,2.5759382247924805
1612717152.2254646,35,2.1917836666107178
1612717213.1969945,42,1.8851438760757446
1612717273.1997204,49,1.6772851943969727
1612717326.718837,56,1.4538044929504395
1612717380.8115454,63,1.3035091161727905
1612717448.9017384,70,1.2030726671218872
1612717510.5041807,77,1.065075397491455
1612717566.305189,84,0.9748767018318176
1612717637.1133237,91,0.9311242699623108
1612717701.01724,98,0.8934136033058167
1612717752.8115368,105,0.8626165390014648
1612717805.5956545,112,0.8371614813804626
1612717974.825122,119,0.7884202599525452
1612718129.1155424,126,0.7736303806304932
1612718363.6947565,133,0.7774029970169067
1612718526.826913,140,0.7552717924118042
1612718615.8973687,147,0.7381194829940796
1612718668.4968367,154,0.719437837600708
1612718723.110006,161,0.7117695808410645
1612718774.6008346,168,0.727898359298706
1612718828.2057085,175,0.7032514810562134
1612718880.0047622,182,0.7213683128356934
1612718935.2054918,189,0.7019534707069397
1612718989.2043111,196,0.6938134431838989
1612719044.100686,203,0.6715477705001831
1612719095.1955094,210,0.6691346764564514
1612719147.8032453,217,0.6593074202537537
1612719203.9135501,224,0.660202145576477
1612719255.6021237,231,0.6342095136642456
1612719307.5003474,238,0.6359274983406067
1612719364.4111838,245,0.6233504414558411
1612719432.6012392,252,0.6576749086380005
1612719490.4097605,259,0.6481238603591919
1612719542.1138825,266,0.6167786717414856
1612719594.301995,273,0.6181718707084656
1612719647.111509,280,0.6170622706413269
1612719700.7008126,287,0.6050711870193481
1612719752.6966121,294,0.5960560441017151
1612719807.0128922,301,0.6010935306549072
1612719861.4975464,308,0.5891240835189819
1612719942.6060069,315,0.5964184999465942
1612719995.3194056,322,0.593673825263977
1612720047.9200363,329,0.5861602425575256
1612720102.8069808,336,0.5793328285217285
1612720156.1062303,343,0.602245032787323
1612720208.6118977,350,0.5815704464912415
1612720261.1001978,357,0.5820499062538147
1612720325.6007302,364,0.6120635271072388
